진료년도,시도,시군구,성별,연령군,환자수
2023,대구,대구달서구,남,60~69세,0
2023,대구,대구달서구,남,70~79세,0
2023,대구,대구달서구,남,80~89세,0
2023,대구,대구달서구,남,90~99세,0
2023,대구,대구달서구,남,100세 이상,0
2023,대구,대구달서구,여,0~9세,0
2023,대구,대구달서구,여,10~19세,0
2023,대구,대구달서구,여,20~29세,43
2023,대구,대구달서구,여,30~39세,64
2023,대구,대구달서구,여,40~49세,68
2023,대구,대구달서구,여,50~59세,37
2023,대구,대구달서구,여,60~69세,14
2023,대구,대구달서구,여,70~79세,0
2023,대구,대구달서구,여,80~89세,0
2023,대구,대구달서구,여,90~99세,0
2023,대구,대구달서구,여,100세 이상,0
2023,대구,대구달성군,남,0~9세,0
2023,대구,대구달성군,남,10~19세,0
2023,대구,대구달성군,남,20~29세,0
2023,대구,대구달성군,남,30~39세,0
2023,대구,대구달성군,남,40~49세,0
2023,대구,대구달성군,남,50~59세,0
2023,대구,대구달성군,남,60~69세,0
2023,대구,대구달성군,남,70~79세,0
2023,대구,대구달성군,남,80~89세,0
2023,대구,대구달성군,남,90~99세,0
2023,대구,대구달성군,남,100세 이상,0
2023,대구,대구달성군,여,0~9세,0
2023,대구,대구달성군,여,10~19세,0
2023,대구,대구달성군,여,20~29세,0
2023,대구,대구달성군,여,30~39세,0
2023,대구,대구달성군,여,40~49세,0
2023,대구,대구달성군,여,50~59세,0
2023,대구,대구달성군,여,60~69세,0
2023,대구,대구달성군,여,70~79세,0
2023,대구,대구달성군,여,80~89세,0
2023,대구,대구달성군,여,90~99세,0
2023,대구,대구달성군,여,100세 이상,0
2023,대구,대구군위군,남,0~9세,0
2023,대구,대구군위군,남,10~19세,0
2023,대구,대구군위군,남,20~29세,0
2023,대구,대구군위군,남,30~39세,0
2023,대구,대구군위군,남,40~49세,0
2023,대구,대구군위군,남,50~59세,0
2023,대구,대구군위군,남,60~69세,0
2023,대구,대구군위군,남,70~79세,0
2023,대구,대구군위군,남,80~89세,0
2023,대구,대구군위군,남,90~99세,0
2023,대구,대구군위군,남,100세 이상,0
2023,대구,대구군위군,여,0~9세,0
2023,대구,대구군위군,여,10~19세,0
2023,대구,대구군위군,여,20~29세,0
2023,대구,대구군위군,여,30~39세,0
2023,대구,대구군위군,여,40~49세,0
2023,대구,대구군위군,여,50~59세,0
2023,대구,대구군위군,여,60~69세,0
2023,대구,대구군위군,여,70~79세,0
2023,대구,대구군위군,여,80~89세,0
2023,대구,대구군위군,여,90~99세,0
2023,대구,대구군위군,여,100세 이상,0
2023,광주,광주동구,남,0~9세,0
2023,광주,광주동구,남,10~19세,0
2023,광주,광주동구,남,20~29세,0
2023,광주,광주동구,남,30~39세,0
2023,광주,광주동구,남,40~49세,0
2023,광주,광주동구,남,50~59세,0
2023,광주,광주동구,남,60~69세,0
2023,광주,광주동구,남,70~79세,0
2023,광주,광주동구,남,80~89세,0
2023,광주,광주동구,남,90~99세,0
2023,광주,광주동구,남,100세 이상,0
2023,광주,광주동구,여,0~9세,0
2023,광주,광주동구,여,10~19세,0
2023,광주,광주동구,여,20~29세,10
2023,광주,광주동구,여,30~39세,20
2023,광주,광주동구,여,40~49세,16
2023,광주,광주동구,여,50~59세,0
2023,광주,광주동구,여,60~69세,0
2023,광주,광주동구,여,70~79세,0
2023,광주,광주동구,여,80~89세,0
2023,광주,광주동구,여,90~99세,0
2023,광주,광주동구,여,100세 이상,0
2023,광주,광주북구,남,0~9세,0
2023,광주,광주북구,남,10~19세,11
2023,광주,광주북구,남,20~29세,0
2023,광주,광주북구,남,30~39세,0
2023,광주,광주북구,남,40~49세,0
2023,광주,광주북구,남,50~59세,0
2023,광주,광주북구,남,60~69세,0
2023,광주,광주북구,남,70~79세,0
2023,광주,광주북구,남,80~89세,0
2023,광주,광주북구,남,90~99세,0
2023,광주,광주북구,남,100세 이상,0
2023,광주,광주북구,여,0~9세,0
2023,광주,광주북구,여,10~19세,0
2023,광주,광주북구,여,20~29세,23
2023,광주,광주북구,여,30~39세,26
2023,광주,광주북구,여,40~49세,26
2023,광주,광주북구,여,50~59세,18
2023,광주,광주북구,여,60~69세,0
2023,광주,광주북구,여,70~79세,0
2023,광주,광주북구,여,80~89세,0
2023,광주,광주북구,여,90~99세,0
2023,광주,광주북구,여,100세 이상,0
2023,광주,광주서구,남,0~9세,0
2023,광주,광주서구,남,10~19세,23
2023,광주,광주서구,남,20~29세,0
2023,광주,광주서구,남,30~39세,0
2023,광주,광주서구,남,40~49세,0
2023,광주,광주서구,남,50~59세,0
2023,광주,광주서구,남,60~69세,0
2023,광주,광주서구,남,70~79세,0
2023,광주,광주서구,남,80~89세,0
2023,광주,광주서구,남,90~99세,0
2023,광주,광주서구,남,100세 이상,0
2023,광주,광주서구,여,0~9세,0
2023,광주,광주서구,여,10~19세,11
2023,광주,광주서구,여,20~29세,19
2023,광주,광주서구,여,30~39세,31
2023,광주,광주서구,여,40~49세,41
2023,광주,광주서구,여,50~59세,30
2023,광주,광주서구,여,60~69세,0
2023,광주,광주서구,여,70~79세,0
2023,광주,광주서구,여,80~89세,0
2023,광주,광주서구,여,90~99세,0
2023,광주,광주서구,여,100세 이상,0
2023,광주,광주광산구,남,0~9세,0
2023,광주,광주광산구,남,10~19세,10
2023,광주,광주광산구,남,20~29세,0
2023,광주,광주광산구,남,30~39세,11
2023,광주,광주광산구,남,40~49세,0
2023,광주,광주광산구,남,50~59세,0
2023,광주,광주광산구,남,60~69세,0
2023,광주,광주광산구,남,70~79세,0
2023,광주,광주광산구,남,80~89세,0
2023,광주,광주광산구,남,90~99세,0
2023,광주,광주광산구,남,100세 이상,0
2023,광주,광주광산구,여,0~9세,0
2023,광주,광주광산구,여,10~19세,0
2023,광주,광주광산구,여,20~29세,17
2023,광주,광주광산구,여,30~39세,23
2023,광주,광주광산구,여,40~49세,32
2023,광주,광주광산구,여,50~59세,21
2023,광주,광주광산구,여,60~69세,0
2023,광주,광주광산구,여,70~79세,0
2023,광주,광주광산구,여,80~89세,0
2023,광주,광주광산구,여,90~99세,0
2023,광주,광주광산구,여,100세 이상,0
2023,광주,광주남구,남,0~9세,0
2023,광주,광주남구,남,10~19세,11
2023,광주,광주남구,남,20~29세,0
2023,광주,광주남구,남,30~39세,0
2023,광주,광주남구,남,40~49세,0
2023,광주,광주남구,남,50~59세,0
2023,광주,광주남구,남,60~69세,0
2023,광주,광주남구,남,70~79세,0
2023,광주,광주남구,남,80~89세,0
2023,광주,광주남구,남,90~99세,0
2023,광주,광주남구,남,100세 이상,0
2023,광주,광주남구,여,0~9세,0
2023,광주,광주남구,여,10~19세,0
2023,광주,광주남구,여,20~29세,0
2023,광주,광주남구,여,30~39세,0
2023,광주,광주남구,여,40~49세,14
2023,광주,광주남구,여,50~59세,10
2023,광주,광주남구,여,60~69세,0
2023,광주,광주남구,여,70~79세,0
2023,광주,광주남구,여,80~89세,0
2023,광주,광주남구,여,90~99세,0
2023,광주,광주남구,여,100세 이상,0
2023,대전,대전유성구,남,0~9세,0
2023,대전,대전유성구,남,10~19세,10
2023,대전,대전유성구,남,20~29세,0
2023,대전,대전유성구,남,30~39세,0
2023,대전,대전유성구,남,40~49세,0
2023,대전,대전유성구,남,50~59세,0
2023,대전,대전유성구,남,60~69세,0
2023,대전,대전유성구,남,70~79세,0
2023,대전,대전유성구,남,80~89세,0
2023,대전,대전유성구,남,90~99세,0
2023,대전,대전유성구,남,100세 이상,0
2023,대전,대전유성구,여,0~9세,0
2023,대전,대전유성구,여,10~19세,0
2023,대전,대전유성구,여,20~29세,0
2023,대전,대전유성구,여,30~39세,25
2023,대전,대전유성구,여,40~49세,28
2023,대전,대전유성구,여,50~59세,24
2023,대전,대전유성구,여,60~69세,11
2023,대전,대전유성구,여,70~79세,0
2023,대전,대전유성구,여,80~89세,0
2023,대전,대전유성구,여,90~99세,0
2023,대전,대전유성구,여,100세 이상,0
2023,대전,대전대덕구,남,0~9세,0
2023,대전,대전대덕구,남,10~19세,0
2023,대전,대전대덕구,남,20~29세,0
2023,대전,대전대덕구,남,30~39세,0
2023,대전,대전대덕구,남,40~49세,0
2023,대전,대전대덕구,남,50~59세,0
2023,대전,대전대덕구,남,60~69세,0
2023,대전,대전대덕구,남,70~79세,0
2023,대전,대전대덕구,남,80~89세,0
2023,대전,대전대덕구,남,90~99세,0
2023,대전,대전대덕구,남,100세 이상,0
2023,대전,대전대덕구,여,0~9세,0
2023,대전,대전대덕구,여,10~19세,0
2023,대전,대전대덕구,여,20~29세,0
2023,대전,대전대덕구,여,30~39세,0
2023,대전,대전대덕구,여,40~49세,10
2023,대전,대전대덕구,여,50~59세,14
2023,대전,대전대덕구,여,60~69세,0
2023,대전,대전대덕구,여,70~79세,0
2023,대전,대전대덕구,여,80~89세,0
2023,대전,대전대덕구,여,90~99세,0
2023,대전,대전대덕구,여,100세 이상,0
2023,대전,대전서구,남,0~9세,33
2023,대전,대전서구,남,10~19세,86
2023,대전,대전서구,남,20~29세,17
2023,대전,대전서구,남,30~39세,16
2023,대전,대전서구,남,40~49세,11
2023,대전,대전서구,남,50~59세,0
2023,대전,대전서구,남,60~69세,0
2023,대전,대전서구,남,70~79세,0
2023,대전,대전서구,남,80~89세,0
2023,대전,대전서구,남,90~99세,0
2023,대전,대전서구,남,100세 이상,0
2023,대전,대전서구,여,0~9세,28
2023,대전,대전서구,여,10~19세,35
2023,대전,대전서구,여,20~29세,40
2023,대전,대전서구,여,30~39세,33
2023,대전,대전서구,여,40~49세,51
2023,대전,대전서구,여,50~59세,46
2023,대전,대전서구,여,60~69세,14
2023,대전,대전서구,여,70~79세,0
2023,대전,대전서구,여,80~89세,0
2023,대전,대전서구,여,90~99세,0
2023,대전,대전서구,여,100세 이상,0
2023,대전,대전동구,남,0~9세,0
2023,대전,대전동구,남,10~19세,0
2023,대전,대전동구,남,20~29세,0
2023,대전,대전동구,남,30~39세,0
2023,대전,대전동구,남,40~49세,0
2023,대전,대전동구,남,50~59세,0
2023,대전,대전동구,남,60~69세,0
2023,대전,대전동구,남,70~79세,0
2023,대전,대전동구,남,80~89세,0
2023,대전,대전동구,남,90~99세,0
2023,대전,대전동구,남,100세 이상,0
2023,대전,대전동구,여,0~9세,0
2023,대전,대전동구,여,10~19세,0
2023,대전,대전동구,여,20~29세,0
2023,대전,대전동구,여,30~39세,0
2023,대전,대전동구,여,40~49세,0
2023,대전,대전동구,여,50~59세,0
2023,대전,대전동구,여,60~69세,0
2023,대전,대전동구,여,70~79세,0
2023,대전,대전동구,여,80~89세,0
2023,대전,대전동구,여,90~99세,0
2023,대전,대전동구,여,100세 이상,0
2023,대전,대전중구,남,0~9세,0
2023,대전,대전중구,남,10~19세,0
2023,대전,대전중구,남,20~29세,0
2023,대전,대전중구,남,30~39세,14
2023,대전,대전중구,남,40~49세,0
2023,대전,대전중구,남,50~59세,0
2023,대전,대전중구,남,60~69세,0
2023,대전,대전중구,남,70~79세,0
2023,대전,대전중구,남,80~89세,0
2023,대전,대전중구,남,90~99세,0
2023,대전,대전중구,남,100세 이상,0
2023,대전,대전중구,여,0~9세,0
2023,대전,대전중구,여,10~19세,0
2023,대전,대전중구,여,20~29세,20
2023,대전,대전중구,여,30~39세,22
2023,대전,대전중구,여,40~49세,35
2023,대전,대전중구,여,50~59세,16
2023,대전,대전중구,여,60~69세,11
2023,대전,대전중구,여,70~79세,0
2023,대전,대전중구,여,80~89세,0
2023,대전,대전중구,여,90~99세,0
2023,대전,대전중구,여,100세 이상,0
2023,울산,울산남구,남,0~9세,0
2023,울산,울산남구,남,10~19세,0
2023,울산,울산남구,남,20~29세,0
2023,울산,울산남구,남,30~39세,0
2023,울산,울산남구,남,40~49세,0
2023,울산,울산남구,남,50~59세,0
2023,울산,울산남구,남,60~69세,0
2023,울산,울산남구,남,70~79세,0
2023,울산,울산남구,남,80~89세,0
2023,울산,울산남구,남,90~99세,0
2023,울산,울산남구,남,100세 이상,0
2023,울산,울산남구,여,0~9세,0
2023,울산,울산남구,여,10~19세,0
2023,울산,울산남구,여,20~29세,0
2023,울산,울산남구,여,30~39세,23
2023,울산,울산남구,여,40~49세,12
2023,울산,울산남구,여,50~59세,0
2023,울산,울산남구,여,60~69세,0
2023,울산,울산남구,여,70~79세,0
2023,울산,울산남구,여,80~89세,0
2023,울산,울산남구,여,90~99세,0
2023,울산,울산남구,여,100세 이상,0
2023,울산,울산동구,남,0~9세,0
2023,울산,울산동구,남,10~19세,0
2023,울산,울산동구,남,20~29세,0
2023,울산,울산동구,남,30~39세,19
2023,울산,울산동구,남,40~49세,29
2023,울산,울산동구,남,50~59세,20
2023,울산,울산동구,남,60~69세,0
2023,울산,울산동구,남,70~79세,0
2023,울산,울산동구,남,80~89세,0
2023,울산,울산동구,남,90~99세,0
2023,울산,울산동구,남,100세 이상,0
2023,울산,울산동구,여,0~9세,0
2023,울산,울산동구,여,10~19세,0
2023,울산,울산동구,여,20~29세,0
2023,울산,울산동구,여,30~39세,0
2023,울산,울산동구,여,40~49세,24
2023,울산,울산동구,여,50~59세,46
2023,울산,울산동구,여,60~69세,49
2023,울산,울산동구,여,70~79세,10
2023,울산,울산동구,여,80~89세,0
2023,울산,울산동구,여,90~99세,0
2023,울산,울산동구,여,100세 이상,0
2023,울산,울산중구,남,0~9세,0
2023,울산,울산중구,남,10~19세,0
2023,울산,울산중구,남,20~29세,0
2023,울산,울산중구,남,30~39세,0
2023,울산,울산중구,남,40~49세,0
2023,울산,울산중구,남,50~59세,0
2023,울산,울산중구,남,60~69세,0
2023,울산,울산중구,남,70~79세,0
2023,울산,울산중구,남,80~89세,0
2023,울산,울산중구,남,90~99세,0
2023,울산,울산중구,남,100세 이상,0
2023,울산,울산중구,여,0~9세,0
2023,울산,울산중구,여,10~19세,0
2023,울산,울산중구,여,20~29세,0
2023,울산,울산중구,여,30~39세,0
2023,울산,울산중구,여,40~49세,0
2023,울산,울산중구,여,50~59세,0
2023,울산,울산중구,여,60~69세,0
2023,울산,울산중구,여,70~79세,0
2023,울산,울산중구,여,80~89세,0
2023,울산,울산중구,여,90~99세,0
2023,울산,울산중구,여,100세 이상,0
2023,울산,울산북구,남,0~9세,0
2023,울산,울산북구,남,10~19세,0
2023,울산,울산북구,남,20~29세,0
2023,울산,울산북구,남,30~39세,0
2023,울산,울산북구,남,40~49세,0
2023,울산,울산북구,남,50~59세,0
2023,울산,울산북구,남,60~69세,0
2023,울산,울산북구,남,70~79세,0
2023,울산,울산북구,남,80~89세,0
2023,울산,울산북구,남,90~99세,0
2023,울산,울산북구,남,100세 이상,0
2023,울산,울산북구,여,0~9세,0
2023,울산,울산북구,여,10~19세,0
2023,울산,울산북구,여,20~29세,0
2023,울산,울산북구,여,30~39세,0
2023,울산,울산북구,여,40~49세,0
2023,울산,울산북구,여,50~59세,0
2023,울산,울산북구,여,60~69세,0
2023,울산,울산북구,여,70~79세,0
2023,울산,울산북구,여,80~89세,0
2023,울산,울산북구,여,90~99세,0
2023,울산,울산북구,여,100세 이상,0
2023,울산,울산울주군,남,0~9세,0
2023,울산,울산울주군,남,10~19세,0
2023,울산,울산울주군,남,20~29세,0
2023,울산,울산울주군,남,30~39세,0
2023,울산,울산울주군,남,40~49세,0
2023,울산,울산울주군,남,50~59세,0
2023,울산,울산울주군,남,60~69세,0
2023,울산,울산울주군,남,70~79세,0
2023,울산,울산울주군,남,80~89세,0
2023,울산,울산울주군,남,90~99세,0
2023,울산,울산울주군,남,100세 이상,0
2023,울산,울산울주군,여,0~9세,0
2023,울산,울산울주군,여,10~19세,0
2023,울산,울산울주군,여,20~29세,0
2023,울산,울산울주군,여,30~39세,0
2023,울산,울산울주군,여,40~49세,0
2023,울산,울산울주군,여,50~59세,0
2023,울산,울산울주군,여,60~69세,0
2023,울산,울산울주군,여,70~79세,0
2023,울산,울산울주군,여,80~89세,0
2023,울산,울산울주군,여,90~99세,0
2023,울산,울산울주군,여,100세 이상,0
2023,경기,가평군,남,0~9세,0
2023,경기,가평군,남,10~19세,0
2023,경기,가평군,남,20~29세,0
2023,경기,가평군,남,30~39세,0
2023,경기,가평군,남,40~49세,0
2023,경기,가평군,남,50~59세,0
2023,경기,가평군,남,60~69세,0
2023,경기,가평군,남,70~79세,0
2023,경기,가평군,남,80~89세,0
2023,경기,가평군,남,90~99세,0
2023,경기,가평군,남,100세 이상,0
2023,경기,가평군,여,0~9세,0
2023,경기,가평군,여,10~19세,0
2023,경기,가평군,여,20~29세,0
2023,경기,가평군,여,30~39세,0
2023,경기,가평군,여,40~49세,0
2023,경기,가평군,여,50~59세,0
2023,경기,가평군,여,60~69세,0
2023,경기,가평군,여,70~79세,0
2023,경기,가평군,여,80~89세,0
2023,경기,가평군,여,90~99세,0
2023,경기,가평군,여,100세 이상,0
2023,경기,양평군,남,0~9세,0
2023,경기,양평군,남,10~19세,0
2023,경기,양평군,남,20~29세,0
2023,경기,양평군,남,30~39세,0
2023,경기,양평군,남,40~49세,0
2023,경기,양평군,남,50~59세,0
2023,경기,양평군,남,60~69세,0
2023,경기,양평군,남,70~79세,0
2023,경기,양평군,남,80~89세,0
2023,경기,양평군,남,90~99세,0
2023,경기,양평군,남,100세 이상,0
2023,경기,양평군,여,0~9세,0
2023,경기,양평군,여,10~19세,0
2023,경기,양평군,여,20~29세,0
2023,경기,양평군,여,30~39세,0
2023,경기,양평군,여,40~49세,0
2023,경기,양평군,여,50~59세,0
2023,경기,양평군,여,60~69세,0
2023,경기,양평군,여,70~79세,0
2023,경기,양평군,여,80~89세,0
2023,경기,양평군,여,90~99세,0
2023,경기,양평군,여,100세 이상,0
2023,경기,연천군,남,0~9세,0
2023,경기,연천군,남,10~19세,0
2023,경기,연천군,남,20~29세,0
2023,경기,연천군,남,30~39세,0
2023,경기,연천군,남,40~49세,0
2023,경기,연천군,남,50~59세,0
2023,경기,연천군,남,60~69세,0
2023,경기,연천군,남,70~79세,0
2023,경기,연천군,남,80~89세,0
2023,경기,연천군,남,90~99세,0
2023,경기,연천군,남,100세 이상,0
2023,경기,연천군,여,0~9세,0
2023,경기,연천군,여,10~19세,0
2023,경기,연천군,여,20~29세,0
2023,경기,연천군,여,30~39세,0
2023,경기,연천군,여,40~49세,0
2023,경기,연천군,여,50~59세,0
2023,경기,연천군,여,60~69세,0
2023,경기,연천군,여,70~79세,0
2023,경기,연천군,여,80~89세,0
2023,경기,연천군,여,90~99세,0
2023,경기,연천군,여,100세 이상,0
2023,경기,광명시,남,0~9세,10
2023,경기,광명시,남,10~19세,0
2023,경기,광명시,남,20~29세,0
2023,경기,광명시,남,30~39세,0
2023,경기,광명시,남,40~49세,0
2023,경기,광명시,남,50~59세,0
2023,경기,광명시,남,60~69세,0
2023,경기,광명시,남,70~79세,0
2023,경기,광명시,남,80~89세,0
2023,경기,광명시,남,90~99세,0
2023,경기,광명시,남,100세 이상,0
2023,경기,광명시,여,0~9세,17
2023,경기,광명시,여,10~19세,0
2023,경기,광명시,여,20~29세,0
2023,경기,광명시,여,30~39세,15
2023,경기,광명시,여,40~49세,10
2023,경기,광명시,여,50~59세,11
2023,경기,광명시,여,60~69세,0
2023,경기,광명시,여,70~79세,0
2023,경기,광명시,여,80~89세,0
2023,경기,광명시,여,90~99세,0
2023,경기,광명시,여,100세 이상,0
2023,경기,동두천시,남,0~9세,0
2023,경기,동두천시,남,10~19세,0
2023,경기,동두천시,남,20~29세,0
2023,경기,동두천시,남,30~39세,0
2023,경기,동두천시,남,40~49세,0
2023,경기,동두천시,남,50~59세,0
2023,경기,동두천시,남,60~69세,0
2023,경기,동두천시,남,70~79세,0
2023,경기,동두천시,남,80~89세,0
2023,경기,동두천시,남,90~99세,0
2023,경기,동두천시,남,100세 이상,0
2023,경기,동두천시,여,0~9세,0
2023,경기,동두천시,여,10~19세,0
2023,경기,동두천시,여,20~29세,0
2023,경기,동두천시,여,30~39세,0
2023,경기,동두천시,여,40~49세,18
2023,경기,동두천시,여,50~59세,18
2023,경기,동두천시,여,60~69세,0
2023,경기,동두천시,여,70~79세,0
2023,경기,동두천시,여,80~89세,0
2023,경기,동두천시,여,90~99세,0
2023,경기,동두천시,여,100세 이상,0
2023,경기,부천시,남,0~9세,0
2023,경기,부천시,남,10~19세,0
2023,경기,부천시,남,20~29세,0
2023,경기,부천시,남,30~39세,12
2023,경기,부천시,남,40~49세,0
2023,경기,부천시,남,50~59세,12
2023,경기,부천시,남,60~69세,0
2023,경기,부천시,남,70~79세,0
2023,경기,부천시,남,80~89세,0
2023,경기,부천시,남,90~99세,0
2023,경기,부천시,남,100세 이상,0
2023,경기,부천시,여,0~9세,0
2023,경기,부천시,여,10~19세,0
2023,경기,부천시,여,20~29세,15
2023,경기,부천시,여,30~39세,59
2023,경기,부천시,여,40~49세,104
2023,경기,부천시,여,50~59세,105
2023,경기,부천시,여,60~69세,35
2023,경기,부천시,여,70~79세,0
2023,경기,부천시,여,80~89세,0
2023,경기,부천시,여,90~99세,0
2023,경기,부천시,여,100세 이상,0
2023,경기,부천소사구,남,0~9세,0
2023,경기,부천소사구,남,10~19세,0
2023,경기,부천소사구,남,20~29세,0
2023,경기,부천소사구,남,30~39세,0
2023,경기,부천소사구,남,40~49세,0
2023,경기,부천소사구,남,50~59세,0
2023,경기,부천소사구,남,60~69세,0
2023,경기,부천소사구,남,70~79세,0
2023,경기,부천소사구,남,80~89세,0
2023,경기,부천소사구,남,90~99세,0
2023,경기,부천소사구,남,100세 이상,0
2023,경기,부천소사구,여,0~9세,0
2023,경기,부천소사구,여,10~19세,0
2023,경기,부천소사구,여,20~29세,0
2023,경기,부천소사구,여,30~39세,0
2023,경기,부천소사구,여,40~49세,0
2023,경기,부천소사구,여,50~59세,0
2023,경기,부천소사구,여,60~69세,0
2023,경기,부천소사구,여,70~79세,0
2023,경기,부천소사구,여,80~89세,0
2023,경기,부천소사구,여,90~99세,0
2023,경기,부천소사구,여,100세 이상,0
2023,경기,부천오정구,남,0~9세,0
2023,경기,부천오정구,남,10~19세,0
2023,경기,부천오정구,남,20~29세,0
2023,경기,부천오정구,남,30~39세,0
2023,경기,부천오정구,남,40~49세,0
2023,경기,부천오정구,남,50~59세,0
2023,경기,부천오정구,남,60~69세,0
2023,경기,부천오정구,남,70~79세,0
2023,경기,부천오정구,남,80~89세,0
2023,경기,부천오정구,남,90~99세,0
2023,경기,부천오정구,남,100세 이상,0
2023,경기,부천오정구,여,0~9세,0
2023,경기,부천오정구,여,10~19세,0
2023,경기,부천오정구,여,20~29세,0
2023,경기,부천오정구,여,30~39세,0
2023,경기,부천오정구,여,40~49세,17
2023,경기,부천오정구,여,50~59세,17
2023,경기,부천오정구,여,60~69세,0
2023,경기,부천오정구,여,70~79세,0
2023,경기,부천오정구,여,80~89세,0
2023,경기,부천오정구,여,90~99세,0
2023,경기,부천오정구,여,100세 이상,0
2023,경기,부천원미구,남,0~9세,0
2023,경기,부천원미구,남,10~19세,0
2023,경기,부천원미구,남,20~29세,0
2023,경기,부천원미구,남,30~39세,0
2023,경기,부천원미구,남,40~49세,0
2023,경기,부천원미구,남,50~59세,0
2023,경기,부천원미구,남,60~69세,0
2023,경기,부천원미구,남,70~79세,0
2023,경기,부천원미구,남,80~89세,0
2023,경기,부천원미구,남,90~99세,0
2023,경기,부천원미구,남,100세 이상,0
2023,경기,부천원미구,여,0~9세,0
2023,경기,부천원미구,여,10~19세,0
2023,경기,부천원미구,여,20~29세,0
2023,경기,부천원미구,여,30~39세,0
2023,경기,부천원미구,여,40~49세,0
2023,경기,부천원미구,여,50~59세,0
2023,경기,부천원미구,여,60~69세,0
2023,경기,부천원미구,여,70~79세,0
2023,경기,부천원미구,여,80~89세,0
2023,경기,부천원미구,여,90~99세,0
2023,경기,부천원미구,여,100세 이상,0
2023,경기,성남수정구,남,0~9세,0
2023,경기,성남수정구,남,10~19세,0
2023,경기,성남수정구,남,20~29세,0
2023,경기,성남수정구,남,30~39세,0
2023,경기,성남수정구,남,40~49세,0
2023,경기,성남수정구,남,50~59세,0
2023,경기,성남수정구,남,60~69세,0
2023,경기,성남수정구,남,70~79세,0
2023,경기,성남수정구,남,80~89세,0
2023,경기,성남수정구,남,90~99세,0
2023,경기,성남수정구,남,100세 이상,0
2023,경기,성남수정구,여,0~9세,0
2023,경기,성남수정구,여,10~19세,0
2023,경기,성남수정구,여,20~29세,0
2023,경기,성남수정구,여,30~39세,0
2023,경기,성남수정구,여,40~49세,16
2023,경기,성남수정구,여,50~59세,0
2023,경기,성남수정구,여,60~69세,0
2023,경기,성남수정구,여,70~79세,0
2023,경기,성남수정구,여,80~89세,0
2023,경기,성남수정구,여,90~99세,0
2023,경기,성남수정구,여,100세 이상,0
2023,경기,성남중원구,남,0~9세,0
2023,경기,성남중원구,남,10~19세,0
2023,경기,성남중원구,남,20~29세,0
2023,경기,성남중원구,남,30~39세,0
2023,경기,성남중원구,남,40~49세,0
2023,경기,성남중원구,남,50~59세,0
2023,경기,성남중원구,남,60~69세,0
2023,경기,성남중원구,남,70~79세,0
2023,경기,성남중원구,남,80~89세,0
2023,경기,성남중원구,남,90~99세,0
2023,경기,성남중원구,남,100세 이상,0
2023,경기,성남중원구,여,0~9세,0
2023,경기,성남중원구,여,10~19세,0
2023,경기,성남중원구,여,20~29세,0
2023,경기,성남중원구,여,30~39세,0
2023,경기,성남중원구,여,40~49세,0
2023,경기,성남중원구,여,50~59세,0
2023,경기,성남중원구,여,60~69세,0
2023,경기,성남중원구,여,70~79세,0
2023,경기,성남중원구,여,80~89세,0
2023,경기,성남중원구,여,90~99세,0
2023,경기,성남중원구,여,100세 이상,0
2023,경기,성남분당구,남,0~9세,27
2023,경기,성남분당구,남,10~19세,72
2023,경기,성남분당구,남,20~29세,60
2023,경기,성남분당구,남,30~39세,96
2023,경기,성남분당구,남,40~49세,94
2023,경기,성남분당구,남,50~59세,41
2023,경기,성남분당구,남,60~69세,0
2023,경기,성남분당구,남,70~79세,0
2023,경기,성남분당구,남,80~89세,0
2023,경기,성남분당구,남,90~99세,0
2023,경기,성남분당구,남,100세 이상,0
2023,경기,성남분당구,여,0~9세,11
2023,경기,성남분당구,여,10~19세,32
2023,경기,성남분당구,여,20~29세,109
2023,경기,성남분당구,여,30~39세,191
2023,경기,성남분당구,여,40~49세,155
2023,경기,성남분당구,여,50~59세,128
2023,경기,성남분당구,여,60~69세,51
2023,경기,성남분당구,여,70~79세,11
2023,경기,성남분당구,여,80~89세,0
2023,경기,성남분당구,여,90~99세,0
2023,경기,성남분당구,여,100세 이상,0
2023,경기,수원권선구,남,0~9세,0
2023,경기,수원권선구,남,10~19세,0
2023,경기,수원권선구,남,20~29세,0
2023,경기,수원권선구,남,30~39세,0
2023,경기,수원권선구,남,40~49세,0
2023,경기,수원권선구,남,50~59세,0
2023,경기,수원권선구,남,60~69세,0
2023,경기,수원권선구,남,70~79세,0
2023,경기,수원권선구,남,80~89세,0
2023,경기,수원권선구,남,90~99세,0
2023,경기,수원권선구,남,100세 이상,0
2023,경기,수원권선구,여,0~9세,0
2023,경기,수원권선구,여,10~19세,0
2023,경기,수원권선구,여,20~29세,28
2023,경기,수원권선구,여,30~39세,60
2023,경기,수원권선구,여,40~49세,23
2023,경기,수원권선구,여,50~59세,16
2023,경기,수원권선구,여,60~69세,0
2023,경기,수원권선구,여,70~79세,0
2023,경기,수원권선구,여,80~89세,0
2023,경기,수원권선구,여,90~99세,0
2023,경기,수원권선구,여,100세 이상,0
2023,경기,수원장안구,남,0~9세,0
2023,경기,수원장안구,남,10~19세,0
2023,경기,수원장안구,남,20~29세,0
2023,경기,수원장안구,남,30~39세,0
2023,경기,수원장안구,남,40~49세,0
2023,경기,수원장안구,남,50~59세,0
2023,경기,수원장안구,남,60~69세,0
2023,경기,수원장안구,남,70~79세,0
