시도,시군구,연령군,환자수
경기,부천원미구,10~19세,0
경기,부천원미구,20~29세,0
경기,부천원미구,30~39세,0
경기,부천원미구,40~49세,0
경기,부천원미구,50~59세,0
경기,부천원미구,60~69세,0
경기,부천원미구,70~79세,0
경기,부천원미구,80~89세,0
경기,부천원미구,90~99세,0
경기,부천원미구,100세 이상,0
경기,성남수정구,0~9세,0
경기,성남수정구,10~19세,0
경기,성남수정구,20~29세,0
경기,성남수정구,30~39세,0
경기,성남수정구,40~49세,0
경기,성남수정구,50~59세,0
경기,성남수정구,60~69세,0
경기,성남수정구,70~79세,0
경기,성남수정구,80~89세,0
경기,성남수정구,90~99세,0
경기,성남수정구,100세 이상,0
경기,성남수정구,0~9세,0
경기,성남수정구,10~19세,0
경기,성남수정구,20~29세,0
경기,성남수정구,30~39세,0
경기,성남수정구,40~49세,16
경기,성남수정구,50~59세,0
경기,성남수정구,60~69세,0
경기,성남수정구,70~79세,0
경기,성남수정구,80~89세,0
경기,성남수정구,90~99세,0
경기,성남수정구,100세 이상,0
경기,성남중원구,0~9세,0
경기,성남중원구,10~19세,0
경기,성남중원구,20~29세,0
경기,성남중원구,30~39세,0
경기,성남중원구,40~49세,0
경기,성남중원구,50~59세,0
경기,성남중원구,60~69세,0
경기,성남중원구,70~79세,0
경기,성남중원구,80~89세,0
경기,성남중원구,90~99세,0
경기,성남중원구,100세 이상,0
경기,성남중원구,0~9세,0
경기,성남중원구,10~19세,0
경기,성남중원구,20~29세,0
경기,성남중원구,30~39세,0
경기,성남중원구,40~49세,0
경기,성남중원구,50~59세,0
경기,성남중원구,60~69세,0
경기,성남중원구,70~79세,0
경기,성남중원구,80~89세,0
경기,성남중원구,90~99세,0
경기,성남중원구,100세 이상,0
경기,성남분당구,0~9세,27
경기,성남분당구,10~19세,72
경기,성남분당구,20~29세,60
경기,성남분당구,30~39세,96
경기,성남분당구,40~49세,94
경기,성남분당구,50~59세,41
경기,성남분당구,60~69세,0
경기,성남분당구,70~79세,0
경기,성남분당구,80~89세,0
경기,성남분당구,90~99세,0
경기,성남분당구,100세 이상,0
경기,성남분당구,0~9세,11
경기,성남분당구,10~19세,32
경기,성남분당구,20~29세,109
경기,성남분당구,30~39세,191
경기,성남분당구,40~49세,155
경기,성남분당구,50~59세,128
경기,성남분당구,60~69세,51
경기,성남분당구,70~79세,11
경기,성남분당구,80~89세,0
경기,성남분당구,90~99세,0
경기,성남분당구,100세 이상,0
경기,수원권선구,0~9세,0
경기,수원권선구,10~19세,0
경기,수원권선구,20~29세,0
경기,수원권선구,30~39세,0
경기,수원권선구,40~49세,0
경기,수원권선구,50~59세,0
경기,수원권선구,60~69세,0
경기,수원권선구,70~79세,0
경기,수원권선구,80~89세,0
경기,수원권선구,90~99세,0
경기,수원권선구,100세 이상,0
경기,수원권선구,0~9세,0
경기,수원권선구,10~19세,0
경기,수원권선구,20~29세,28
경기,수원권선구,30~39세,60
경기,수원권선구,40~49세,23
경기,수원권선구,50~59세,16
경기,수원권선구,60~69세,0
경기,수원권선구,70~79세,0
경기,수원권선구,80~89세,0
경기,수원권선구,90~99세,0
경기,수원권선구,100세 이상,0
경기,수원장안구,0~9세,0
경기,수원장안구,10~19세,0
경기,수원장안구,20~29세,0
경기,수원장안구,30~39세,0
경기,수원장안구,40~49세,0
경기,수원장안구,50~59세,0
경기,수원장안구,60~69세,0
경기,수원장안구,70~79세,0
경기,수원장안구,80~89세,0
경기,수원장안구,90~99세,0
경기,수원장안구,100세 이상,0
경기,수원장안구,0~9세,0
경기,수원장안구,10~19세,0
경기,수원장안구,20~29세,0
경기,수원장안구,30~39세,14
경기,수원장안구,40~49세,12
경기,수원장안구,50~59세,18
경기,수원장안구,60~69세,0
경기,수원장안구,70~79세,0
경기,수원장안구,80~89세,0
경기,수원장안구,90~99세,0
경기,수원장안구,100세 이상,0
경기,수원팔달구,0~9세,0
경기,수원팔달구,10~19세,0
경기,수원팔달구,20~29세,0
경기,수원팔달구,30~39세,10
경기,수원팔달구,40~49세,0
경기,수원팔달구,50~59세,0
경기,수원팔달구,60~69세,0
경기,수원팔달구,70~79세,0
경기,수원팔달구,80~89세,0
경기,수원팔달구,90~99세,0
경기,수원팔달구,100세 이상,0
경기,수원팔달구,0~9세,0
경기,수원팔달구,10~19세,0
경기,수원팔달구,20~29세,0
경기,수원팔달구,30~39세,20
경기,수원팔달구,40~49세,32
경기,수원팔달구,50~59세,29
경기,수원팔달구,60~69세,0
경기,수원팔달구,70~79세,0
경기,수원팔달구,80~89세,0
경기,수원팔달구,90~99세,0
경기,수원팔달구,100세 이상,0
경기,수원영통구,0~9세,14
경기,수원영통구,10~19세,0
경기,수원영통구,20~29세,16
경기,수원영통구,30~39세,19
경기,수원영통구,40~49세,0
경기,수원영통구,50~59세,0
경기,수원영통구,60~69세,0
경기,수원영통구,70~79세,0
경기,수원영통구,80~89세,0
경기,수원영통구,90~99세,0
경기,수원영통구,100세 이상,0
경기,수원영통구,0~9세,0
경기,수원영통구,10~19세,0
경기,수원영통구,20~29세,18
경기,수원영통구,30~39세,34
경기,수원영통구,40~49세,35
경기,수원영통구,50~59세,27
경기,수원영통구,60~69세,13
경기,수원영통구,70~79세,0
경기,수원영통구,80~89세,0
경기,수원영통구,90~99세,0
경기,수원영통구,100세 이상,0
경기,안양만안구,0~9세,0
경기,안양만안구,10~19세,0
경기,안양만안구,20~29세,0
경기,안양만안구,30~39세,0
경기,안양만안구,40~49세,0
경기,안양만안구,50~59세,0
경기,안양만안구,60~69세,0
경기,안양만안구,70~79세,0
경기,안양만안구,80~89세,0
경기,안양만안구,90~99세,0
경기,안양만안구,100세 이상,0
경기,안양만안구,0~9세,0
경기,안양만안구,10~19세,0
경기,안양만안구,20~29세,0
경기,안양만안구,30~39세,0
경기,안양만안구,40~49세,0
경기,안양만안구,50~59세,0
경기,안양만안구,60~69세,0
경기,안양만안구,70~79세,0
경기,안양만안구,80~89세,0
경기,안양만안구,90~99세,0
경기,안양만안구,100세 이상,0
경기,안양동안구,0~9세,11
경기,안양동안구,10~19세,24
경기,안양동안구,20~29세,11
경기,안양동안구,30~39세,12
경기,안양동안구,40~49세,10
경기,안양동안구,50~59세,0
경기,안양동안구,60~69세,0
경기,안양동안구,70~79세,0
경기,안양동안구,80~89세,0
경기,안양동안구,90~99세,0
경기,안양동안구,100세 이상,0
경기,안양동안구,0~9세,0
경기,안양동안구,10~19세,17
경기,안양동안구,20~29세,12
경기,안양동안구,30~39세,17
경기,안양동안구,40~49세,25
경기,안양동안구,50~59세,13
경기,안양동안구,60~69세,11
경기,안양동안구,70~79세,0
경기,안양동안구,80~89세,0
경기,안양동안구,90~99세,0
경기,안양동안구,100세 이상,0
경기,의정부시,0~9세,0
경기,의정부시,10~19세,22
경기,의정부시,20~29세,0
경기,의정부시,30~39세,0
경기,의정부시,40~49세,0
경기,의정부시,50~59세,0
경기,의정부시,60~69세,0
경기,의정부시,70~79세,0
경기,의정부시,80~89세,0
경기,의정부시,90~99세,0
경기,의정부시,100세 이상,0
경기,의정부시,0~9세,0
경기,의정부시,10~19세,14
경기,의정부시,20~29세,17
경기,의정부시,30~39세,16
경기,의정부시,40~49세,17
경기,의정부시,50~59세,0
경기,의정부시,60~69세,0
경기,의정부시,70~79세,0
경기,의정부시,80~89세,0
경기,의정부시,90~99세,0
경기,의정부시,100세 이상,0
경기,과천시,0~9세,0
경기,과천시,10~19세,0
경기,과천시,20~29세,0
경기,과천시,30~39세,0
경기,과천시,40~49세,0
경기,과천시,50~59세,0
경기,과천시,60~69세,0
경기,과천시,70~79세,0
경기,과천시,80~89세,0
경기,과천시,90~99세,0
경기,과천시,100세 이상,0
경기,과천시,0~9세,0
경기,과천시,10~19세,0
경기,과천시,20~29세,0
경기,과천시,30~39세,0
경기,과천시,40~49세,0
경기,과천시,50~59세,0
경기,과천시,60~69세,0
경기,과천시,70~79세,0
경기,과천시,80~89세,0
경기,과천시,90~99세,0
경기,과천시,100세 이상,0
경기,구리시,0~9세,0
경기,구리시,10~19세,0
경기,구리시,20~29세,0
경기,구리시,30~39세,0
경기,구리시,40~49세,11
경기,구리시,50~59세,0
경기,구리시,60~69세,0
경기,구리시,70~79세,0
경기,구리시,80~89세,0
경기,구리시,90~99세,0
경기,구리시,100세 이상,0
경기,구리시,0~9세,0
경기,구리시,10~19세,0
경기,구리시,20~29세,0
경기,구리시,30~39세,0
경기,구리시,40~49세,20
경기,구리시,50~59세,18
경기,구리시,60~69세,0
경기,구리시,70~79세,0
경기,구리시,80~89세,0
경기,구리시,90~99세,0
경기,구리시,100세 이상,0
경기,안산단원구,0~9세,0
경기,안산단원구,10~19세,0
경기,안산단원구,20~29세,0
경기,안산단원구,30~39세,0
경기,안산단원구,40~49세,0
경기,안산단원구,50~59세,0
경기,안산단원구,60~69세,0
경기,안산단원구,70~79세,0
경기,안산단원구,80~89세,0
경기,안산단원구,90~99세,0
경기,안산단원구,100세 이상,0
경기,안산단원구,0~9세,0
경기,안산단원구,10~19세,0
경기,안산단원구,20~29세,10
경기,안산단원구,30~39세,15
경기,안산단원구,40~49세,26
경기,안산단원구,50~59세,20
경기,안산단원구,60~69세,0
경기,안산단원구,70~79세,0
경기,안산단원구,80~89세,0
경기,안산단원구,90~99세,0
경기,안산단원구,100세 이상,0
경기,안산상록구,0~9세,0
경기,안산상록구,10~19세,0
경기,안산상록구,20~29세,0
경기,안산상록구,30~39세,17
경기,안산상록구,40~49세,0
경기,안산상록구,50~59세,0
경기,안산상록구,60~69세,0
경기,안산상록구,70~79세,0
경기,안산상록구,80~89세,0
경기,안산상록구,90~99세,0
경기,안산상록구,100세 이상,0
경기,안산상록구,0~9세,0
경기,안산상록구,10~19세,0
경기,안산상록구,20~29세,14
경기,안산상록구,30~39세,27
경기,안산상록구,40~49세,19
경기,안산상록구,50~59세,16
경기,안산상록구,60~69세,0
경기,안산상록구,70~79세,0
경기,안산상록구,80~89세,0
경기,안산상록구,90~99세,0
경기,안산상록구,100세 이상,0
경기,평택시,0~9세,12
경기,평택시,10~19세,19
경기,평택시,20~29세,0
경기,평택시,30~39세,12
경기,평택시,40~49세,0
경기,평택시,50~59세,0
경기,평택시,60~69세,0
경기,평택시,70~79세,0
경기,평택시,80~89세,0
경기,평택시,90~99세,0
경기,평택시,100세 이상,0
경기,평택시,0~9세,0
경기,평택시,10~19세,0
경기,평택시,20~29세,0
경기,평택시,30~39세,20
경기,평택시,40~49세,27
경기,평택시,50~59세,29
경기,평택시,60~69세,13
경기,평택시,70~79세,0
경기,평택시,80~89세,0
경기,평택시,90~99세,0
경기,평택시,100세 이상,0
경기,하남시,0~9세,0
경기,하남시,10~19세,0
경기,하남시,20~29세,0
경기,하남시,30~39세,0
경기,하남시,40~49세,0
경기,하남시,50~59세,0
경기,하남시,60~69세,0
경기,하남시,70~79세,0
경기,하남시,80~89세,0
경기,하남시,90~99세,0
경기,하남시,100세 이상,0
경기,하남시,0~9세,0
경기,하남시,10~19세,0
경기,하남시,20~29세,0
경기,하남시,30~39세,15
경기,하남시,40~49세,25
경기,하남시,50~59세,11
경기,하남시,60~69세,0
경기,하남시,70~79세,0
경기,하남시,80~89세,0
경기,하남시,90~99세,0
경기,하남시,100세 이상,0
경기,군포시,0~9세,0
경기,군포시,10~19세,0
경기,군포시,20~29세,0
경기,군포시,30~39세,0
경기,군포시,40~49세,0
경기,군포시,50~59세,0
경기,군포시,60~69세,0
경기,군포시,70~79세,0
경기,군포시,80~89세,0
경기,군포시,90~99세,0
경기,군포시,100세 이상,0
경기,군포시,0~9세,0
경기,군포시,10~19세,0
경기,군포시,20~29세,0
경기,군포시,30~39세,0
경기,군포시,40~49세,0
경기,군포시,50~59세,0
경기,군포시,60~69세,0
경기,군포시,70~79세,0
경기,군포시,80~89세,0
경기,군포시,90~99세,0
경기,군포시,100세 이상,0
경기,남양주시,0~9세,0
경기,남양주시,10~19세,0
경기,남양주시,20~29세,0
경기,남양주시,30~39세,0
경기,남양주시,40~49세,0
경기,남양주시,50~59세,10
경기,남양주시,60~69세,0
경기,남양주시,70~79세,0
경기,남양주시,80~89세,0
경기,남양주시,90~99세,0
경기,남양주시,100세 이상,0
경기,남양주시,0~9세,0
경기,남양주시,10~19세,0
경기,남양주시,20~29세,12
경기,남양주시,30~39세,22
경기,남양주시,40~49세,42
경기,남양주시,50~59세,14
경기,남양주시,60~69세,16
경기,남양주시,70~79세,0
경기,남양주시,80~89세,0
경기,남양주시,90~99세,0
경기,남양주시,100세 이상,0
경기,의왕시,0~9세,0
경기,의왕시,10~19세,0
경기,의왕시,20~29세,0
경기,의왕시,30~39세,0
경기,의왕시,40~49세,0
경기,의왕시,50~59세,0
경기,의왕시,60~69세,0
경기,의왕시,70~79세,0
경기,의왕시,80~89세,0
경기,의왕시,90~99세,0
경기,의왕시,100세 이상,0
경기,의왕시,0~9세,0
경기,의왕시,10~19세,0
경기,의왕시,20~29세,0
경기,의왕시,30~39세,0
경기,의왕시,40~49세,0
경기,의왕시,50~59세,0
경기,의왕시,60~69세,0
경기,의왕시,70~79세,0
경기,의왕시,80~89세,0
경기,의왕시,90~99세,0
경기,의왕시,100세 이상,0
경기,시흥시,0~9세,0
경기,시흥시,10~19세,17
경기,시흥시,20~29세,0
경기,시흥시,30~39세,0
경기,시흥시,40~49세,0
경기,시흥시,50~59세,0
경기,시흥시,60~69세,0
경기,시흥시,70~79세,0
경기,시흥시,80~89세,0
경기,시흥시,90~99세,0
경기,시흥시,100세 이상,0
경기,시흥시,0~9세,0
경기,시흥시,10~19세,0
경기,시흥시,20~29세,15
경기,시흥시,30~39세,21
경기,시흥시,40~49세,35
경기,시흥시,50~59세,25
경기,시흥시,60~69세,0
경기,시흥시,70~79세,0
경기,시흥시,80~89세,0
경기,시흥시,90~99세,0
경기,시흥시,100세 이상,0
경기,오산시,0~9세,0
경기,오산시,10~19세,0
경기,오산시,20~29세,0
경기,오산시,30~39세,0
경기,오산시,40~49세,0
경기,오산시,50~59세,0
경기,오산시,60~69세,0
경기,오산시,70~79세,0
경기,오산시,80~89세,0
경기,오산시,90~99세,0
경기,오산시,100세 이상,0
경기,오산시,0~9세,0
경기,오산시,10~19세,0
경기,오산시,20~29세,0
경기,오산시,30~39세,0
경기,오산시,40~49세,0
경기,오산시,50~59세,0
경기,오산시,60~69세,0
경기,오산시,70~79세,0
경기,오산시,80~89세,0
경기,오산시,90~99세,0
경기,오산시,100세 이상,0
경기,고양덕양구,0~9세,0
경기,고양덕양구,10~19세,0
경기,고양덕양구,20~29세,0
경기,고양덕양구,30~39세,15
경기,고양덕양구,40~49세,0
경기,고양덕양구,50~59세,0
경기,고양덕양구,60~69세,0
경기,고양덕양구,70~79세,0
경기,고양덕양구,80~89세,0
경기,고양덕양구,90~99세,0
경기,고양덕양구,100세 이상,0
경기,고양덕양구,0~9세,0
경기,고양덕양구,10~19세,0
경기,고양덕양구,20~29세,0
경기,고양덕양구,30~39세,18
경기,고양덕양구,40~49세,33
경기,고양덕양구,50~59세,14
경기,고양덕양구,60~69세,0
경기,고양덕양구,70~79세,0
경기,고양덕양구,80~89세,0
경기,고양덕양구,90~99세,0
경기,고양덕양구,100세 이상,0
경기,고양일산서구,0~9세,0
경기,고양일산서구,10~19세,0
경기,고양일산서구,20~29세,0
경기,고양일산서구,30~39세,0
경기,고양일산서구,40~49세,0
경기,고양일산서구,50~59세,0
경기,고양일산서구,60~69세,0
경기,고양일산서구,70~79세,0
경기,고양일산서구,80~89세,0
경기,고양일산서구,90~99세,0
경기,고양일산서구,100세 이상,0
경기,고양일산서구,0~9세,0
경기,고양일산서구,10~19세,0
경기,고양일산서구,20~29세,0
경기,고양일산서구,30~39세,0
경기,고양일산서구,40~49세,11
경기,고양일산서구,50~59세,0
경기,고양일산서구,60~69세,0
경기,고양일산서구,70~79세,0
경기,고양일산서구,80~89세,0
경기,고양일산서구,90~99세,0
경기,고양일산서구,100세 이상,0
경기,고양일산동구,0~9세,0
경기,고양일산동구,10~19세,0
경기,고양일산동구,20~29세,0
경기,고양일산동구,30~39세,0
경기,고양일산동구,40~49세,0
경기,고양일산동구,50~59세,0
경기,고양일산동구,60~69세,0
경기,고양일산동구,70~79세,0
경기,고양일산동구,80~89세,0
경기,고양일산동구,90~99세,0
경기,고양일산동구,100세 이상,0
경기,고양일산동구,0~9세,0
경기,고양일산동구,10~19세,0
경기,고양일산동구,20~29세,15
경기,고양일산동구,30~39세,34
경기,고양일산동구,40~49세,64
경기,고양일산동구,50~59세,46
경기,고양일산동구,60~69세,11
경기,고양일산동구,70~79세,0
경기,고양일산동구,80~89세,0
경기,고양일산동구,90~99세,0
경기,고양일산동구,100세 이상,0
경기,용인기흥구,0~9세,0
경기,용인기흥구,10~19세,0
경기,용인기흥구,20~29세,0
경기,용인기흥구,30~39세,0
경기,용인기흥구,40~49세,0
경기,용인기흥구,50~59세,0
경기,용인기흥구,60~69세,0
경기,용인기흥구,70~79세,0
경기,용인기흥구,80~89세,0
경기,용인기흥구,90~99세,0
경기,용인기흥구,100세 이상,0
경기,용인기흥구,0~9세,0
경기,용인기흥구,10~19세,0
경기,용인기흥구,20~29세,0
경기,용인기흥구,30~39세,11
경기,용인기흥구,40~49세,19
경기,용인기흥구,50~59세,0
경기,용인기흥구,60~69세,0
경기,용인기흥구,70~79세,0
경기,용인기흥구,80~89세,0
경기,용인기흥구,90~99세,0
경기,용인기흥구,100세 이상,0
경기,용인수지구,0~9세,0
경기,용인수지구,10~19세,0
경기,용인수지구,20~29세,0
경기,용인수지구,30~39세,0
경기,용인수지구,40~49세,0
경기,용인수지구,50~59세,0
경기,용인수지구,60~69세,0
경기,용인수지구,70~79세,0
경기,용인수지구,80~89세,0
경기,용인수지구,90~99세,0
경기,용인수지구,100세 이상,0
경기,용인수지구,0~9세,0
경기,용인수지구,10~19세,0
경기,용인수지구,20~29세,0
경기,용인수지구,30~39세,11
경기,용인수지구,40~49세,18
경기,용인수지구,50~59세,13
경기,용인수지구,60~69세,0
경기,용인수지구,70~79세,0
경기,용인수지구,80~89세,0
경기,용인수지구,90~99세,0
경기,용인수지구,100세 이상,0
경기,용인처인구,0~9세,0
경기,용인처인구,10~19세,0
경기,용인처인구,20~29세,0
경기,용인처인구,30~39세,0
경기,용인처인구,40~49세,0
경기,용인처인구,50~59세,0
경기,용인처인구,60~69세,0
경기,용인처인구,70~79세,0
경기,용인처인구,80~89세,0
경기,용인처인구,90~99세,0
경기,용인처인구,100세 이상,0
경기,용인처인구,0~9세,0
경기,용인처인구,10~19세,0
경기,용인처인구,20~29세,0
경기,용인처인구,30~39세,0
경기,용인처인구,40~49세,18
경기,용인처인구,50~59세,11
경기,용인처인구,60~69세,0
경기,용인처인구,70~79세,0
경기,용인처인구,80~89세,0
경기,용인처인구,90~99세,0
경기,용인처인구,100세 이상,0
경기,이천시,0~9세,0
경기,이천시,10~19세,0
경기,이천시,20~29세,0
경기,이천시,30~39세,0
경기,이천시,40~49세,0
경기,이천시,50~59세,0
경기,이천시,60~69세,0
경기,이천시,70~79세,0
경기,이천시,80~89세,0
경기,이천시,90~99세,0
경기,이천시,100세 이상,0
경기,이천시,0~9세,0
경기,이천시,10~19세,0
경기,이천시,20~29세,0
경기,이천시,30~39세,23
경기,이천시,40~49세,17
경기,이천시,50~59세,0
경기,이천시,60~69세,0
경기,이천시,70~79세,0
경기,이천시,80~89세,0
경기,이천시,90~99세,0
경기,이천시,100세 이상,0
경기,파주시,0~9세,0
경기,파주시,10~19세,11
경기,파주시,20~29세,0
경기,파주시,30~39세,0
경기,파주시,40~49세,0
경기,파주시,50~59세,0
경기,파주시,60~69세,0
경기,파주시,70~79세,0
경기,파주시,80~89세,0
경기,파주시,90~99세,0
경기,파주시,100세 이상,0
경기,파주시,0~9세,0
경기,파주시,10~19세,0
경기,파주시,20~29세,0
경기,파주시,30~39세,20
경기,파주시,40~49세,29
경기,파주시,50~59세,26
경기,파주시,60~69세,0
경기,파주시,70~79세,0
경기,파주시,80~89세,0
경기,파주시,90~99세,0
경기,파주시,100세 이상,0
경기,김포시,0~9세,0
경기,김포시,10~19세,10
경기,김포시,20~29세,0
경기,김포시,30~39세,0
경기,김포시,40~49세,0
경기,김포시,50~59세,0
경기,김포시,60~69세,0
경기,김포시,70~79세,0
경기,김포시,80~89세,0
경기,김포시,90~99세,0
경기,김포시,100세 이상,0
경기,김포시,0~9세,0
경기,김포시,10~19세,0
경기,김포시,20~29세,11
경기,김포시,30~39세,28
경기,김포시,40~49세,36
경기,김포시,50~59세,24
경기,김포시,60~69세,0
경기,김포시,70~79세,0
경기,김포시,80~89세,0
경기,김포시,90~99세,0
경기,김포시,100세 이상,0
경기,안성시,0~9세,0
경기,안성시,10~19세,0
경기,안성시,20~29세,0
경기,안성시,30~39세,0
경기,안성시,40~49세,0
경기,안성시,50~59세,0
경기,안성시,60~69세,0
경기,안성시,70~79세,0
경기,안성시,80~89세,0
경기,안성시,90~99세,0
경기,안성시,100세 이상,0
경기,안성시,0~9세,0
경기,안성시,10~19세,0
경기,안성시,20~29세,0
경기,안성시,30~39세,0
경기,안성시,40~49세,0
경기,안성시,50~59세,0
경기,안성시,60~69세,0
경기,안성시,70~79세,0
경기,안성시,80~89세,0
경기,안성시,90~99세,0
경기,안성시,100세 이상,0
경기,화성시,0~9세,16
경기,화성시,10~19세,13
경기,화성시,20~29세,0
경기,화성시,30~39세,11
경기,화성시,40~49세,12
경기,화성시,50~59세,0
경기,화성시,60~69세,0
경기,화성시,70~79세,0
경기,화성시,80~89세,0
경기,화성시,90~99세,0
경기,화성시,100세 이상,0
경기,화성시,0~9세,0
경기,화성시,10~19세,0
경기,화성시,20~29세,29
경기,화성시,30~39세,46
경기,화성시,40~49세,72
경기,화성시,50~59세,25
경기,화성시,60~69세,0
경기,화성시,70~79세,0
경기,화성시,80~89세,0
경기,화성시,90~99세,0
경기,화성시,100세 이상,0
경기,광주시,0~9세,0
경기,광주시,10~19세,0
경기,광주시,20~29세,0
경기,광주시,30~39세,0
경기,광주시,40~49세,0
경기,광주시,50~59세,0
경기,광주시,60~69세,0
경기,광주시,70~79세,0
경기,광주시,80~89세,0
경기,광주시,90~99세,0
경기,광주시,100세 이상,0
경기,광주시,0~9세,0
경기,광주시,10~19세,0
경기,광주시,20~29세,0
경기,광주시,30~39세,16
경기,광주시,40~49세,14
경기,광주시,50~59세,11
경기,광주시,60~69세,0
경기,광주시,70~79세,0
경기,광주시,80~89세,0
경기,광주시,90~99세,0
경기,광주시,100세 이상,0
경기,양주시,0~9세,0
경기,양주시,10~19세,0
경기,양주시,20~29세,0
경기,양주시,30~39세,0
경기,양주시,40~49세,0
경기,양주시,50~59세,0
경기,양주시,60~69세,0
경기,양주시,70~79세,0
경기,양주시,80~89세,0
경기,양주시,90~99세,0
경기,양주시,100세 이상,0
경기,양주시,0~9세,0
경기,양주시,10~19세,0
경기,양주시,20~29세,0
경기,양주시,30~39세,11
경기,양주시,40~49세,11
경기,양주시,50~59세,0
경기,양주시,60~69세,0
경기,양주시,70~79세,0
경기,양주시,80~89세,0
경기,양주시,90~99세,0
경기,양주시,100세 이상,0
경기,포천시,0~9세,0
경기,포천시,10~19세,0
경기,포천시,20~29세,0
경기,포천시,30~39세,0
경기,포천시,40~49세,0
경기,포천시,50~59세,0
경기,포천시,60~69세,0
경기,포천시,70~79세,0
경기,포천시,80~89세,0
경기,포천시,90~99세,0
경기,포천시,100세 이상,0
경기,포천시,0~9세,0
경기,포천시,10~19세,0
경기,포천시,20~29세,0
경기,포천시,30~39세,0
경기,포천시,40~49세,11
경기,포천시,50~59세,0
경기,포천시,60~69세,0
경기,포천시,70~79세,0
경기,포천시,80~89세,0
경기,포천시,90~99세,0
경기,포천시,100세 이상,0
경기,여주시,0~9세,0
경기,여주시,10~19세,0
경기,여주시,20~29세,0
경기,여주시,30~39세,0
경기,여주시,40~49세,0
경기,여주시,50~59세,0
경기,여주시,60~69세,0
경기,여주시,70~79세,0
경기,여주시,80~89세,0
경기,여주시,90~99세,0
경기,여주시,100세 이상,0
경기,여주시,0~9세,0
경기,여주시,10~19세,0
경기,여주시,20~29세,0
경기,여주시,30~39세,0
경기,여주시,40~49세,0
경기,여주시,50~59세,0
경기,여주시,60~69세,0
경기,여주시,70~79세,0
경기,여주시,80~89세,0
경기,여주시,90~99세,0
경기,여주시,100세 이상,0
강원,고성군,0~9세,0
강원,고성군,10~19세,0
강원,고성군,20~29세,0
강원,고성군,30~39세,0
강원,고성군,40~49세,0
강원,고성군,50~59세,0
강원,고성군,60~69세,0
강원,고성군,70~79세,0
강원,고성군,80~89세,0
강원,고성군,90~99세,0
강원,고성군,100세 이상,0
강원,고성군,0~9세,0
강원,고성군,10~19세,0
강원,고성군,20~29세,0
강원,고성군,30~39세,0
강원,고성군,40~49세,0
강원,고성군,50~59세,0
강원,고성군,60~69세,0
강원,고성군,70~79세,0
강원,고성군,80~89세,0
강원,고성군,90~99세,0
강원,고성군,100세 이상,0
강원,양구군,0~9세,0
강원,양구군,10~19세,0
강원,양구군,20~29세,0
강원,양구군,30~39세,0
강원,양구군,40~49세,0
강원,양구군,50~59세,0
강원,양구군,60~69세,0
강원,양구군,70~79세,0
강원,양구군,80~89세,0
강원,양구군,90~99세,0
강원,양구군,100세 이상,0
강원,양구군,0~9세,0
강원,양구군,10~19세,0
강원,양구군,20~29세,0
강원,양구군,30~39세,0
강원,양구군,40~49세,0
강원,양구군,50~59세,0
강원,양구군,60~69세,0
강원,양구군,70~79세,0
강원,양구군,80~89세,0
강원,양구군,90~99세,0
강원,양구군,100세 이상,0
강원,양양군,0~9세,0
강원,양양군,10~19세,0
강원,양양군,20~29세,0
강원,양양군,30~39세,0
강원,양양군,40~49세,0
강원,양양군,50~59세,0
강원,양양군,60~69세,0
강원,양양군,70~79세,0
강원,양양군,80~89세,0
강원,양양군,90~99세,0
강원,양양군,100세 이상,0
강원,양양군,0~9세,0
강원,양양군,10~19세,0
강원,양양군,20~29세,0
강원,양양군,30~39세,0
강원,양양군,40~49세,0
강원,양양군,50~59세,0
강원,양양군,60~69세,0
강원,양양군,70~79세,0
강원,양양군,80~89세,0
강원,양양군,90~99세,0
강원,양양군,100세 이상,0
강원,영월군,0~9세,0
강원,영월군,10~19세,0
강원,영월군,20~29세,0
강원,영월군,30~39세,0
강원,영월군,40~49세,0
강원,영월군,50~59세,0
강원,영월군,60~69세,0
강원,영월군,70~79세,0
강원,영월군,80~89세,0
강원,영월군,90~99세,0
강원,영월군,100세 이상,0
강원,영월군,0~9세,0
강원,영월군,10~19세,0
강원,영월군,20~29세,0
강원,영월군,30~39세,0
강원,영월군,40~49세,0
강원,영월군,50~59세,0
강원,영월군,60~69세,0
강원,영월군,70~79세,0
강원,영월군,80~89세,0
강원,영월군,90~99세,0
강원,영월군,100세 이상,0
강원,인제군,0~9세,0
강원,인제군,10~19세,0
강원,인제군,20~29세,0
강원,인제군,30~39세,0
강원,인제군,40~49세,0
강원,인제군,50~59세,0
강원,인제군,60~69세,0
강원,인제군,70~79세,0
강원,인제군,80~89세,0
강원,인제군,90~99세,0
강원,인제군,100세 이상,0
강원,인제군,0~9세,0
강원,인제군,10~19세,0
강원,인제군,20~29세,0
강원,인제군,30~39세,0
강원,인제군,40~49세,0
강원,인제군,50~59세,0
강원,인제군,60~69세,0
강원,인제군,70~79세,0
강원,인제군,80~89세,0
강원,인제군,90~99세,0
강원,인제군,100세 이상,0
강원,정선군,0~9세,0
강원,정선군,10~19세,0
강원,정선군,20~29세,0
강원,정선군,30~39세,0
강원,정선군,40~49세,0
강원,정선군,50~59세,0
강원,정선군,60~69세,0
강원,정선군,70~79세,0
강원,정선군,80~89세,0
강원,정선군,90~99세,0
강원,정선군,100세 이상,0
